Station ID,Station Name,First data packet,Rewardable Hours,Allocated Rewards,Max Daily Claim
4086bef0-962d-11ec-966b-a173bf0cd052,Mean Zomp Lightning,2022-02-25,16197,1228.170502,3.364851
41a59a70-9643-11ec-900c-abdec1c57354,Torrential Licorice Cloud,2022-02-25,17176,1302.405170,3.568233
44df2270-8daf-11ec-966b-a173bf0cd052,Balmy Chambray Cloud,2022-02-14,5621,426.223769,1.167736
46193c00-88c0-11ec-900c-abdec1c57354,Furry Golden Downpour,2022-02-08,16645,1262.141014,3.457921
46a94440-9959-11ec-900c-abdec1c57354,Acrobatic Malachite Hailstones,2022-03-01,17979,1363.294280,3.735053
47fcc320-9955-11ec-900c-abdec1c57354,Mild Carbon Barometer,2022-03-01,16415,1244.700796,3.410139
484d96b0-995f-11ec-966b-a173bf0cd052,Sour Pastel Firestorm,2022-03-01,7911,599.867682,1.643473
48ff9f10-9953-11ec-966b-a173bf0cd052,Narrow Asparagus Climatologist,2022-03-01,12409,940.937690,2.577911
493a5780-8b44-11ec-966b-a173bf0cd052,Salty Mossy Rain,2022-02-11,17746,1345.626581,3.686648
4b737380-9498-11ec-966b-a173bf0cd052,Basic Currant Rain,2022-02-23,17068,1294.215851,3.545797
4d67d610-9630-11ec-900c-abdec1c57354,Blurry Malachite Ice,2022-02-25,15257,1156.893088,3.169570
4da8ed80-8dbb-11ec-966b-a173bf0cd052,Fit Tangerine Scud,2022-02-14,7545,572.114987,1.567438
4ee61ab0-8b45-11ec-900c-abdec1c57354,Overt Iris Meteorologist,2022-02-11,1074,81.438237,0.223118
507bf1d0-9499-11ec-900c-abdec1c57354,Tart Skobeloff Cumulus,2022-02-23,6614,501.520016,1.374027
4f5a95a0-9641-11ec-966b-a173bf0cd052,Gorgeous Orange Cirrus,2022-02-25,15948,1209.289570,3.313122
5453f480-949c-11ec-900c-abdec1c57354,Fast Peanut Drought,2022-02-23,15875,1203.754197,3.297957
514ce630-9635-11ec-966b-a173bf0cd052,Fine Nylon Cold,2022-02-25,17008,1289.666228,3.533332
51d762f0-9956-11ec-966b-a173bf0cd052,Restless Yellow Sunshine,2022-03-01,12858,974.984029,2.671189
566296c0-995e-11ec-966b-a173bf0cd052,Brave Honeydew Precipitation,2022-03-01,16143,1224.075842,3.353632
59d6ed80-93ee-11ec-900c-abdec1c57354,Expert Glass Barometer,2022-02-22,14816,1123.453365,3.077954
5c170620-9957-11ec-966b-a173bf0cd052,Real Glaucous Shower,2022-03-01,15488,1174.409134,3.217559
5f3c9660-88bf-11ec-900c-abdec1c57354,Orbiting Wintergreen Shower,2022-02-08,16872,1279.353751,3.505079
639c05a0-8b40-11ec-900c-abdec1c57354,Breezy Gingham Moisture,2022-02-11,10186,772.374189,2.116094
66a10bf0-963b-11ec-966b-a173bf0cd052,Nutty Parchment Easterlies,2022-02-25,17021,1290.651980,3.536033
669f3920-995a-11ec-900c-abdec1c57354,Gentle Citron Latitude,2022-03-01,7934,601.611704,1.648251
66524450-93f9-11ec-966b-a173bf0cd052,Happy Cream Rainbow,2022-02-22,17909,1357.986388,3.720511
6742e8a0-9959-11ec-966b-a173bf0cd052,Smooth Iron Barometric,2022-03-01,16723,1268.055523,3.474125
68f27110-8e5b-11ec-900c-abdec1c57354,Cloudy Steel Rainfall,2022-02-15,8039,609.573542,1.670064
676196f0-88c0-11ec-966b-a173bf0cd052,Boiling Vanilla Spring,2022-02-08,17673,1340.091207,3.671483
6d5b54c0-9643-11ec-900c-abdec1c57354,Frontal Obsidian Cloud,2022-02-25,6739,510.998396,1.399996
6dd53170-8db8-11ec-900c-abdec1c57354,Abundant Dandelion Dew,2022-02-14,18108,1373.075968,3.761852
6f62bd00-8dbd-11ec-966b-a173bf0cd052,Nutty Harlequin Hurricane,2022-02-15,17937,1360.109545,3.726328
6ee50010-9324-11ec-900c-abdec1c57354,Dizzy Sandstone Pollution,2022-02-21,17610,1335.314104,3.658395
71c2d6e0-995f-11ec-900c-abdec1c57354,Rural Metal Cyclone,2022-03-01,11946,905.829772,2.481725
7285d320-8db6-11ec-966b-a173bf0cd052,Petite Almond Drizzle,2022-02-14,18082,1371.104465,3.756451
73872300-8e65-11ec-900c-abdec1c57354,Mini Ruby Ozone,2022-02-15,8192,621.175079,1.701850
74858fa0-9499-11ec-966b-a173bf0cd052,Unique Banana Sunburst,2022-02-23,17290,1311.049452,3.591916
73975680-9964-11ec-900c-abdec1c57354,Zesty Jetblack Coriolis,2022-03-01,17704,1342.441845,3.677923
757a0f80-949e-11ec-900c-abdec1c57354,Shaggy Hotpink Hail,2022-02-23,15810,1198.825439,3.284453
76262dd0-995b-11ec-966b-a173bf0cd052,Plain Amber Stratocumulus,2022-03-01,6151,466.412098,1.277841
76eae580-8b46-11ec-966b-a173bf0cd052,Mean Sangria Altitude,2022-02-11,14058,1065.976472,2.920483
7715c940-8dbb-11ec-966b-a173bf0cd052,Salty Syrup Nowcast,2022-02-14,17548,1330.612828,3.645515
77801940-8dba-11ec-900c-abdec1c57354,Handsome Hickory Season,2022-02-14,18216,1381.265288,3.784288
77e1b0d0-9637-11ec-966b-a173bf0cd052,Pet Maize Lenticular,2022-02-25,16709,1266.993945,3.471216
7bf69670-962f-11ec-966b-a173bf0cd052,Ancient Mercurial Twilight,2022-02-25,17513,1327.958882,3.638244
7d86b1b0-9642-11ec-966b-a173bf0cd052,Pet Cerulean Precipitation,2022-02-25,16506,1251.601056,3.429044
7cfca7a0-9957-11ec-900c-abdec1c57354,Original Graphite Flood,2022-03-01,17739,1345.095792,3.685194
820ffc10-8e7b-11ec-966b-a173bf0cd052,Refined Linen Winter,2022-02-15,14708,1115.264046,3.055518
814f4c40-93ee-11ec-900c-abdec1c57354,Quiet Sunset Earth,2022-02-22,61,4.625449,0.012672
8250b250-9641-11ec-966b-a173bf0cd052,Exotic Pewter Flurry,2022-02-25,16831,1276.244843,3.496561
843595a0-9325-11ec-966b-a173bf0cd052,Straight Foggy Cold,2022-02-21,16921,1283.069276,3.515258
845fe660-9498-11ec-900c-abdec1c57354,Lucky Walnut Nowcast,2022-02-23,15840,1201.100250,3.290686
84f10690-8b47-11ec-966b-a173bf0cd052,High Lipstick Pluviometer,2022-02-11,17630,1336.830645,3.662550
85a76270-8b40-11ec-966b-a173bf0cd052,Cold White Halo,2022-02-11,4737,359.192670,0.984090
86b6bf10-9321-11ec-966b-a173bf0cd052,Fantastic Pastel Centimeter,2022-02-21,9682,734.157363,2.011390
86e81600-9326-11ec-966b-a173bf0cd052,Warm Chiffon Scorcher,2022-02-21,15594,1182.446799,3.239580
869dac80-8b44-11ec-966b-a173bf0cd052,Puny Volt Storm,2022-02-11,18245,1383.464272,3.790313
88622df0-8db7-11ec-966b-a173bf0cd052,Faint Menthol Orographic,2022-02-14,16401,1243.639217,3.407231
89541200-949c-11ec-966b-a173bf0cd052,Passive Powder Flood,2022-02-23,9,0.682443,0.001870
8a151180-9951-11ec-900c-abdec1c57354,Handsome Purpureus Kelvin,2022-03-01,17841,1352.830149,3.706384
8a6fc810-9324-11ec-966b-a173bf0cd052,Brisk Heather Twilight,2022-02-21,839,63.618883,0.174298
8b9302e0-8db4-11ec-900c-abdec1c57354,Able Timberwolf Cold,2022-02-14,16612,1259.638722,3.451065
8d85f610-8db0-11ec-900c-abdec1c57354,Expert Teal Rainfall,2022-02-14,9124,691.845876,1.895468
8bdbe0d0-8b45-11ec-966b-a173bf0cd052,Merry Honeysuckle Scud,2022-02-11,18184,1378.838823,3.777641
8bb0ba30-93ed-11ec-966b-a173bf0cd052,Wonderful Grape Drought,2022-02-22,12962,982.870041,2.692795
8bbc83e0-8b43-11ec-966b-a173bf0cd052,Kind Teal Windstorm,2022-02-11,8072,612.075835,1.676920
9081c5d0-9493-11ec-966b-a173bf0cd052,Electric Brass Winter,2022-02-23,5146,390.205927,1.069057
920b8690-88c0-11ec-900c-abdec1c57354,Round Puce Millimeter,2022-02-08,13118,994.699058,2.725203
8fd6abc0-88ed-11ec-900c-abdec1c57354,Atomic Eggshell Winter,2022-02-08,11176,847.442954,2.321762
8f0d5380-962e-11ec-966b-a173bf0cd052,Convective Taupe Dust,2022-02-25,17546,1330.461174,3.645099
95454f50-93f9-11ec-900c-abdec1c57354,Rainy Harlequin Cyclone,2022-02-22,13625,1033.143366,2.830530
97143fc0-93f5-11ec-966b-a173bf0cd052,Misty Neon Westerlies,2022-02-22,3877,293.981419,0.805429
97495510-949b-11ec-900c-abdec1c57354,Macho Bubblegum Forecast,2022-02-23,16900,1281.476908,3.510896
9898cd60-995a-11ec-966b-a173bf0cd052,Chilly Zomp Precipitation,2022-03-01,9418,714.139025,1.956545
a0693030-9959-11ec-966b-a173bf0cd052,Tricky Brunette Tornado,2022-03-01,16758,1270.709469,3.481396
9fc08d80-8dbb-11ec-900c-abdec1c57354,Stormy Brick Sunset,2022-02-14,11841,897.867933,2.459912
a260a8b0-949e-11ec-900c-abdec1c57354,Salty Cadet Rain,2022-02-23,17253,1308.243852,3.584230
a1cedde0-995d-11ec-966b-a173bf0cd052,Warming Burlywood Solar,2022-03-01,13906,1054.450763,2.888906
a0414d30-9635-11ec-900c-abdec1c57354,Overcast Shadow Atmosphere,2022-02-25,16738,1269.192929,3.477241
a55694e0-8db3-11ec-900c-abdec1c57354,Feisty Navy Hygrometer,2022-02-14,4743,359.647632,0.985336
a4ed87f0-8b44-11ec-900c-abdec1c57354,Active Cornflower Sunset,2022-02-11,9999,758.194533,2.077245
a8ae97c0-995f-11ec-900c-abdec1c57354,Jolly Chestnut Halo,2022-03-01,17324,1313.627572,3.598980
a9f34180-9324-11ec-900c-abdec1c57354,Bright Champagne Nowcast,2022-02-21,1827,138.535995,0.379551
a9fffde0-88bf-11ec-966b-a173bf0cd052,Precise Brick Degrees,2022-02-08,17943,1360.564507,3.727574
ab23e040-8b37-11ec-900c-abdec1c57354,Hot Shamrock Heat,2022-02-11,18213,1381.037807,3.783665
ac0a0740-8db8-11ec-966b-a173bf0cd052,Tame Arctic Scud,2022-02-14,18171,1377.853071,3.774940
ae515790-8e5a-11ec-966b-a173bf0cd052,Mammoth Sky Coriolis,2022-02-15,3018,228.845995,0.626975
aebc93f0-9325-11ec-900c-abdec1c57354,Misty Indigo Frost,2022-02-21,17894,1356.848982,3.717394
adbd0cb0-9964-11ec-900c-abdec1c57354,Rapid Celeste Autumn,2022-03-01,15106,1145.443206,3.138201
b3d68b00-9953-11ec-900c-abdec1c57354,Howling Juniper Corona,2022-03-01,14157,1073.483349,2.941050
b413c5d0-9497-11ec-966b-a173bf0cd052,Loud Crepe Hurricane,2022-02-23,14314,1085.388193,2.973666
b537b4d0-9636-11ec-900c-abdec1c57354,Able Pearl Snowflake,2022-02-25,12638,958.302081,2.625485
b7b661e0-93f0-11ec-900c-abdec1c57354,Clean Plum Monsoon,2022-02-22,13917,1055.284860,2.891191
b555a720-8b40-11ec-966b-a173bf0cd052,Fit Feldgrau Hailstorm,2022-02-11,15967,1210.730284,3.317069
b7dba350-9644-11ec-966b-a173bf0cd052,Special Flint Temperature,2022-02-25,16150,1224.606631,3.355087
b90435d0-995a-11ec-900c-abdec1c57354,Weatherwise Icterine Wind,2022-03-01,14348,1087.966313,2.980730
b919a540-9ece-11ec-900c-abdec1c57354,Dancing Sinopia Cold,2022-03-08,8135,616.852938,1.690008
c266cef0-8b43-11ec-966b-a173bf0cd052,Nutty Mint Stratus,2022-02-11,17697,1341.911056,3.676469
c2f00440-9327-11ec-900c-abdec1c57354,Electric Crystal Typhoon,2022-02-21,14548,1103.131720,3.022279
be10b3e0-8b46-11ec-966b-a173bf0cd052,Feisty Ginger Nimbostratus,2022-02-11,8455,641.117589,1.756487
c02d5d60-963e-11ec-966b-a173bf0cd052,Melted Neon Sleet,2022-02-25,15910,1206.408143,3.305228
c40aec90-8b44-11ec-900c-abdec1c57354,Vast Fallow Downburst,2022-02-11,17815,1350.858646,3.700983
c3ccc320-8e5a-11ec-966b-a173bf0cd052,Oblong Russet Atmosphere,2022-02-15,12330,934.947354,2.561500
c49aa200-8e7c-11ec-966b-a173bf0cd052,Future Sky Cloudburst,2022-02-15,15994,1212.777614,3.322678
c6853150-963a-11ec-900c-abdec1c57354,Clear Metal Meteorologist,2022-02-25,15644,1186.238151,3.249968
c9b62d50-9637-11ec-966b-a173bf0cd052,Big Viridian Season,2022-02-25,17437,1322.196027,3.622455
ca692030-94a3-11ec-966b-a173bf0cd052,Mini Laurel Permafrost,2022-02-23,14578,1105.406531,3.028511
cad94480-8dbb-11ec-900c-abdec1c57354,Square Carrot Hurricane,2022-02-14,15490,1174.560788,3.217975
cae17a80-8dbe-11ec-900c-abdec1c57354,Savory Coal Evaporation,2022-02-15,16911,1282.311006,3.513181
cb423670-9635-11ec-966b-a173bf0cd052,Kind Bamboo Mammatus,2022-02-25,17743,1345.399100,3.686025
ccca0980-9957-11ec-900c-abdec1c57354,Trendy Metal Nowcast,2022-03-01,17766,1347.143122,3.690803
cce1e670-93f5-11ec-966b-a173bf0cd052,Delightful Neon Summer,2022-02-22,2985,226.343702,0.620120
cd652bc0-93eb-11ec-966b-a173bf0cd052,Thankful Glossy Beaufort,2022-02-22,17636,1337.285607,3.663796
cf718a30-9954-11ec-966b-a173bf0cd052,Upbeat Mantis Flurry,2022-03-01,10745,814.761502,2.232223
d3876b50-9498-11ec-900c-abdec1c57354,Sour Pecan Breeze,2022-02-23,15749,1194.199990,3.271781
d34547e0-8b45-11ec-966b-a173bf0cd052,Nice Obsidian Steam,2022-02-11,10146,769.341107,2.107784
d261d240-88bf-11ec-966b-a173bf0cd052,Blurry Canary Thunder,2022-02-08,585,44.358816,0.121531
d3948230-962e-11ec-966b-a173bf0cd052,Faint Vanilla Sunshine,2022-02-25,11331,859.196145,2.353962
d5f14b00-963b-11ec-966b-a173bf0cd052,Snap Pine Hectopascal,2022-02-25,2061,156.279521,0.428163
d7c582a0-9958-11ec-900c-abdec1c57354,Fancy Bubblegum Meteorologist,2022-03-01,17274,1309.836220,3.588592
d6ba20a0-9638-11ec-966b-a173bf0cd052,Decent Harlequin Pluviometer,2022-02-25,16120,1222.331820,3.348854
d89f2ee0-995a-11ec-900c-abdec1c57354,Cool Russet Gale,2022-03-01,16445,1246.975607,3.416372
da58e270-949c-11ec-966b-a173bf0cd052,Puny Mantis Precipitation,2022-02-23,16026,1215.204079,3.329326
d7d46590-8db9-11ec-900c-abdec1c57354,Alert Powder Tropic,2022-02-14,9554,724.451502,1.984799
dafcc1a0-93ee-11ec-900c-abdec1c57354,Flaky Velvet Ozone,2022-02-22,2951,223.765583,0.613056
e36f09c0-93ed-11ec-966b-a173bf0cd052,Massive Copper Graupel,2022-02-22,14287,1083.340863,2.968057
e4c71e80-9644-11ec-966b-a173bf0cd052,Clean Carob Dew,2022-02-25,15752,1194.427471,3.272404
e7ab1ee0-9634-11ec-900c-abdec1c57354,Brilliant Tan Sunset,2022-02-25,13689,1037.996296,2.843825
e5863bf0-9327-11ec-900c-abdec1c57354,Noisy Magenta Condensation,2022-02-21,2226,168.790982,0.462441
e7b3c5e0-963e-11ec-900c-abdec1c57354,Brisk Chocolate Climatology,2022-02-25,16475,1249.250418,3.422604
e8fd3cb0-8b44-11ec-966b-a173bf0cd052,Early Asparagus Gale,2022-02-11,18055,1369.057135,3.750841
e94a18e0-9955-11ec-966b-a173bf0cd052,Striped Periwinkle Rain,2022-03-01,15572,1180.778605,3.235010
eabfda90-8e81-11ec-900c-abdec1c57354,Loud Burlap Rainfall,2022-02-15,16980,1287.543071,3.527515
efae5a90-8db9-11ec-900c-abdec1c57354,Odd Foggy Noreaster,2022-02-14,12984,984.538235,2.697365
efcb58b0-994f-11ec-966b-a173bf0cd052,Upbeat Cornsilk Heat,2022-03-01,16915,1282.614314,3.514012
f4eeeac0-8db8-11ec-966b-a173bf0cd052,Clever Chrome Snowstorm,2022-02-14,18137,1375.274952,3.767877
f547ae00-949b-11ec-900c-abdec1c57354,Colossal Amaranth Nimbostratus,2022-02-23,16985,1287.922207,3.528554
f6a95d40-8dbe-11ec-966b-a173bf0cd052,Brief Veronica Gale,2022-02-15,17143,1299.902878,3.561378
f5dcbeb0-9954-11ec-900c-abdec1c57354,Rhythmic Pecan Sunset,2022-03-01,16135,1223.469226,3.351970
f6cdbd90-93f2-11ec-966b-a173bf0cd052,Long Parchment Tropic,2022-02-22,11701,887.252148,2.430828
f971b6f0-8dbc-11ec-900c-abdec1c57354,Mammoth Puce Atmosphere,2022-02-14,17412,1320.300351,3.617261
fb6e7110-8e5b-11ec-900c-abdec1c57354,Refined Flaxen Rain,2022-02-15,15178,1150.902752,3.153158
fc192be0-88bc-11ec-900c-abdec1c57354,Mean Magnolia Whirlwind,2022-02-08,3435,260.465869,0.713605
ff215640-8b42-11ec-900c-abdec1c57354,Blurry Raspberry Drizzle,2022-02-11,16533,1253.648386,3.434653
718e5830-882e-11ec-966b-a173bf0cd052,Early Black Cloud,2022-02-07,16007,1213.763365,3.325379
ab8d2570-882e-11ec-966b-a173bf0cd052,Macho Sangria Easterlies,2022-02-08,17519,1328.413844,3.639490
bf33d100-882e-11ec-966b-a173bf0cd052,Itchy Scarlet Raindrop,2022-02-09,17373,1317.343096,3.609159
e55a7060-89b8-11ec-966b-a173bf0cd052,Agreeable Emerald Solar,2022-02-09,14052,1065.521510,2.919237
e2816f10-a9de-11ec-900c-abdec1c57354,Macho Mango Altocumulus,2022-03-22,14734,1117.235548,3.060919
d0c13320-d8b7-11ec-a651-5fda0296159f,Delightful Nylon Air,2022-06-06,15731,1192.835103,3.268041
b19e8a70-d8cf-11ec-960f-d7d4cf200cc9,Convective Fossilized Stratus,2022-06-07,15837,1200.872769,3.290062
e9136230-d8b3-11ec-a651-5fda0296159f,Generous Phlox Sun,2022-06-06,15740,1193.517547,3.269911
bcc26590-d8f0-11ec-a651-5fda0296159f,Magic Oxford Sleet,2022-06-06,15505,1175.698193,3.221091
fcbc5f80-d836-11ec-960f-d7d4cf200cc9,Wild Vinyl Sunburst,2022-06-06,15664,1187.754692,3.254122
8429d780-d8ce-11ec-a651-5fda0296159f,Balmy Paisley Air,2022-06-07,15701,1190.560292,3.261809
3dfc27c0-d8ad-11ec-960f-d7d4cf200cc9,Soaring Asparagus Dew,2022-06-07,14911,1130.656934,3.097690
b4a71d50-d810-11ec-8cb5-a7f2455167cf,Blunt Redwood Ozone,2022-06-07,12953,982.187597,2.690925
cef9fc60-d822-11ec-90b0-4f669f2d96bd,Torrential Merlot Moisture,2022-06-06,15835,1200.721115,3.289647
7fd92ff0-d8ab-11ec-a651-5fda0296159f,Elegant Laurel Altostratus,2022-06-07,15573,1180.854432,3.235218
73951a90-d844-11ec-960f-d7d4cf200cc9,Powerful Opal Meteorologist,2022-06-06,15633,1185.404054,3.247682
5aefa980-db08-11ec-960f-d7d4cf200cc9,Happy Redwood Forecast,2022-06-06,14737,1117.463030,3.061543
1f9a5780-db09-11ec-a651-5fda0296159f,Bouncy Burlywood Barometric,2022-06-07,14746,1118.145473,3.063412
04682ba0-d8ec-11ec-960f-d7d4cf200cc9,Brief Spruce Rainstorm,2022-05-25,14220,1078.260452,2.954138
76a97ff0-d817-11ec-90b0-4f669f2d96bd,Ripe Pistachio Wind,2022-06-07,9031,684.793962,1.876148
b9af63c0-af70-11ec-94bf-a173bf0cd052,Joyous Violet Mammatus,2022-03-29,10654,807.861242,2.213318
bf3f64a0-d80d-11ec-a9a3-21283bd68668,Happy Carob Ice,2022-06-09,14673,1112.610099,3.048247
88612460-d825-11ec-8cb5-a7f2455167cf,Polite Almond Pileus,2022-06-10,15806,1198.522131,3.283622
3e751790-d8c9-11ec-a651-5fda0296159f,Howling Lace Contrails,2022-06-11,15760,1195.034087,3.274066
7b1de140-d8ec-11ec-960f-d7d4cf200cc9,Breezy Brick Solar,2022-06-12,15346,1163.641695,3.188059
c3a44550-d8d1-11ec-a651-5fda0296159f,Stable Mercurial Downburst,2022-06-12,6,0.454962,0.001246
03b46180-d827-11ec-8cb5-a7f2455167cf,Gigantic Zinc Stratocumulus,2022-06-06,15637,1185.707362,3.248513
f1d4bd10-d8a4-11ec-a651-5fda0296159f,Frosty Asparagus Contrails,2022-06-14,13284,1007.286346,2.759689
b6cfaf60-d820-11ec-8cb5-a7f2455167cf,Feisty Fawn Sunrise,2022-06-15,14323,1086.070637,2.975536
3869d1b0-d838-11ec-960f-d7d4cf200cc9,Jumpy Cyan Frost,2022-06-17,15112,1145.898168,3.139447
28b6e040-d811-11ec-a9a3-21283bd68668,Misty Purple Hail,2022-06-18,14517,1100.781082,3.015839
20d85860-d82d-11ec-a9a3-21283bd68668,Suave Glaucous Lightning,2022-06-18,14997,1137.178059,3.115556
64fd3400-d8f7-11ec-a651-5fda0296159f,Cheery Fuzzy Cirrostratus,2022-06-21,13818,1047.777983,2.870625
9cede290-d8c7-11ec-a651-5fda0296159f,Winning Nylon Nimbostratus,2022-06-20,15268,1157.727186,3.171855
72572ae0-d819-11ec-90b0-4f669f2d96bd,Hidden Pickle Corona,2022-06-20,15005,1137.784675,3.117218
f681dec0-d812-11ec-8cb5-a7f2455167cf,Magnificent Smoky Thunder,2022-06-20,15137,1147.793844,3.144641
9d7c5200-d8ea-11ec-960f-d7d4cf200cc9,Active Rainbow Stratus,2022-06-21,15165,1149.917001,3.150458
