Station ID,Station Name,First data packet,Rewardable Hours,Allocated Rewards,Max Daily Claim, Transferred Hours From
77e1b0d0-9637-11ec-966b-a173bf0cd052,Pet Maize Lenticular,2022-02-25,15968,1322.387383,3.622979,
7bf69670-962f-11ec-966b-a173bf0cd052,Ancient Mercurial Twilight,2022-02-25,16778,1389.467404,3.80676,
7d86b1b0-9642-11ec-966b-a173bf0cd052,Pet Cerulean Precipitation,2022-02-25,15769,1305.90723,3.577828,
7cfca7a0-9957-11ec-900c-abdec1c57354,Original Graphite Flood,2022-03-01,17001,1407.935114,3.857356,
820ffc10-8e7b-11ec-966b-a173bf0cd052,Refined Linen Winter,2022-02-15,14009,1160.153109,3.178502,
814f4c40-93ee-11ec-900c-abdec1c57354,Quiet Sunset Earth,2022-02-22,61,5.051705,0.01384,
8250b250-9641-11ec-966b-a173bf0cd052,Exotic Pewter Flurry,2022-02-25,16088,1332.325164,3.650206,
843595a0-9325-11ec-966b-a173bf0cd052,Straight Foggy Cold,2022-02-21,16233,1344.333316,3.683105,
845fe660-9498-11ec-900c-abdec1c57354,Lucky Walnut Nowcast,2022-02-23,15099,1250.421286,3.425812,
84f10690-8b47-11ec-966b-a173bf0cd052,High Lipstick Pluviometer,2022-02-11,16888,1398.577037,3.831718,
85a76270-8b40-11ec-966b-a173bf0cd052,Cold White Halo,2022-02-11,4737,392.293902,1.074778,
86b6bf10-9321-11ec-966b-a173bf0cd052,Fantastic Pastel Centimeter,2022-02-21,9243,765.457576,2.097144,
86e81600-9326-11ec-966b-a173bf0cd052,Warm Chiffon Scorcher,2022-02-21,14853,1230.048835,3.369997,
869dac80-8b44-11ec-966b-a173bf0cd052,Puny Volt Storm,2022-02-11,17504,1449.590979,3.971482,
88622df0-8db7-11ec-966b-a173bf0cd052,Faint Menthol Orographic,2022-02-14,15803,1308.722934,3.585542,
89541200-949c-11ec-966b-a173bf0cd052,Passive Powder Flood,2022-02-23,9,0.745334,0.002042,
8a151180-9951-11ec-900c-abdec1c57354,Handsome Purpureus Kelvin,2022-03-01,17100,1416.133783,3.879819,
8a6fc810-9324-11ec-966b-a173bf0cd052,Brisk Heather Twilight,2022-02-21,839,69.481652,0.190361,
8b9302e0-8db4-11ec-900c-abdec1c57354,Able Timberwolf Cold,2022-02-14,15870,1314.271528,3.600744,
8d85f610-8db0-11ec-900c-abdec1c57354,Expert Teal Rainfall,2022-02-14,8382,694.153998,1.901792,
8bdbe0d0-8b45-11ec-966b-a173bf0cd052,Merry Honeysuckle Scud,2022-02-11,17443,1444.539274,3.957642,
8bb0ba30-93ed-11ec-966b-a173bf0cd052,Wonderful Grape Drought,2022-02-22,12218,1011.831729,2.772142,
8bbc83e0-8b43-11ec-966b-a173bf0cd052,Kind Teal Windstorm,2022-02-11,8072,668.481397,1.831456,
9081c5d0-9493-11ec-966b-a173bf0cd052,Electric Brass Winter,2022-02-23,5146,426.165172,1.167576,
920b8690-88c0-11ec-900c-abdec1c57354,Round Puce Millimeter,2022-02-08,13118,1086.365086,2.976343,
8fd6abc0-88ed-11ec-900c-abdec1c57354,Atomic Eggshell Winter,2022-02-08,10435,864.172867,2.367597,
8f0d5380-962e-11ec-966b-a173bf0cd052,Convective Taupe Dust,2022-02-25,16808,1391.951849,3.813567,
95454f50-93f9-11ec-900c-abdec1c57354,Rainy Harlequin Cyclone,2022-02-22,12884,1066.986413,2.92325,
97143fc0-93f5-11ec-966b-a173bf0cd052,Misty Neon Westerlies,2022-02-22,3877,321.073139,0.879652,
97495510-949b-11ec-900c-abdec1c57354,Macho Bubblegum Forecast,2022-02-23,16156,1337.956573,3.665634,
9898cd60-995a-11ec-966b-a173bf0cd052,Chilly Zomp Precipitation,2022-03-01,9418,779.950174,2.13685,
a0693030-9959-11ec-966b-a173bf0cd052,Tricky Brunette Tornado,2022-03-01,16018,1326.528125,3.634324,
9fc08d80-8dbb-11ec-900c-abdec1c57354,Stormy Brick Sunset,2022-02-14,11841,980.610534,2.686604,
a260a8b0-949e-11ec-900c-abdec1c57354,Salty Cadet Rain,2022-02-23,16511,1367.355842,3.74618,
a1cedde0-995d-11ec-966b-a173bf0cd052,Warming Burlywood Solar,2022-03-01,13168,1090.505828,2.987687,
a0414d30-9635-11ec-900c-abdec1c57354,Overcast Shadow Atmosphere,2022-02-25,16000,1325.037458,3.63024,
a55694e0-8db3-11ec-900c-abdec1c57354,Feisty Navy Hygrometer,2022-02-14,4743,392.790791,1.076139,
a4ed87f0-8b44-11ec-900c-abdec1c57354,Active Cornflower Sunset,2022-02-11,9999,828.065596,2.268673,
a8ae97c0-995f-11ec-900c-abdec1c57354,Jolly Chestnut Halo,2022-03-01,16581,1373.152881,3.762063,
a9f34180-9324-11ec-900c-abdec1c57354,Bright Champagne Nowcast,2022-02-21,1827,151.302715,0.414528,
a9fffde0-88bf-11ec-966b-a173bf0cd052,Precise Brick Degrees,2022-02-08,17206,1424.912156,3.903869,
ab23e040-8b37-11ec-900c-abdec1c57354,Hot Shamrock Heat,2022-02-11,17473,1447.023719,3.964449,
ac0a0740-8db8-11ec-966b-a173bf0cd052,Tame Arctic Scud,2022-02-14,17431,1443.545495,3.954919,
ae515790-8e5a-11ec-966b-a173bf0cd052,Mammoth Sky Coriolis,2022-02-15,3018,249.93519,0.684754,
aebc93f0-9325-11ec-900c-abdec1c57354,Misty Indigo Frost,2022-02-21,17150,1420.274525,3.891163,
adbd0cb0-9964-11ec-900c-abdec1c57354,Rapid Celeste Autumn,2022-03-01,14370,1190.049267,3.260409,
b3d68b00-9953-11ec-900c-abdec1c57354,Howling Juniper Corona,2022-03-01,13421,1111.457983,3.04509,
b413c5d0-9497-11ec-966b-a173bf0cd052,Loud Crepe Hurricane,2022-02-23,13666,1131.747619,3.100678,
b537b4d0-9636-11ec-900c-abdec1c57354,Able Pearl Snowflake,2022-02-25,12638,1046.613962,2.867436,
b7b661e0-93f0-11ec-900c-abdec1c57354,Clean Plum Monsoon,2022-02-22,13529,1120.401985,3.069594,
b555a720-8b40-11ec-966b-a173bf0cd052,Fit Feldgrau Hailstorm,2022-02-11,15224,1260.773141,3.454173,
b7dba350-9644-11ec-966b-a173bf0cd052,Special Flint Temperature,2022-02-25,15412,1276.342331,3.496828,
b90435d0-995a-11ec-900c-abdec1c57354,Weatherwise Icterine Wind,2022-03-01,13633,1129.014729,3.093191,
b919a540-9ece-11ec-900c-abdec1c57354,Dancing Sinopia Cold,2022-03-08,8135,673.698732,1.84575,
c266cef0-8b43-11ec-966b-a173bf0cd052,Nutty Mint Stratus,2022-02-11,16953,1403.960001,3.846466,
c2f00440-9327-11ec-900c-abdec1c57354,Electric Crystal Typhoon,2022-02-21,13810,1143.672956,3.133351,
be10b3e0-8b46-11ec-966b-a173bf0cd052,Feisty Ginger Nimbostratus,2022-02-11,8455,700.199482,1.918355,
c02d5d60-963e-11ec-966b-a173bf0cd052,Melted Neon Sleet,2022-02-25,15197,1258.53714,3.448047,
c40aec90-8b44-11ec-900c-abdec1c57354,Vast Fallow Downburst,2022-02-11,17076,1414.146227,3.874373,
c3ccc320-8e5a-11ec-966b-a173bf0cd052,Oblong Russet Atmosphere,2022-02-15,12012,994.771871,2.725402,
c49aa200-8e7c-11ec-966b-a173bf0cd052,Future Sky Cloudburst,2022-02-15,15256,1263.423216,3.461433,
c6853150-963a-11ec-900c-abdec1c57354,Clear Metal Meteorologist,2022-02-25,15270,1264.582624,3.46461,
c9b62d50-9637-11ec-966b-a173bf0cd052,Big Viridian Season,2022-02-25,16695,1382.593772,3.787928,
ca692030-94a3-11ec-966b-a173bf0cd052,Mini Laurel Permafrost,2022-02-23,13844,1146.48866,3.141065,
cad94480-8dbb-11ec-900c-abdec1c57354,Square Carrot Hurricane,2022-02-14,15010,1243.050765,3.405619,
cae17a80-8dbe-11ec-900c-abdec1c57354,Savory Coal Evaporation,2022-02-15,16173,1339.364425,3.669492,
cb423670-9635-11ec-966b-a173bf0cd052,Kind Bamboo Mammatus,2022-02-25,16999,1407.769484,3.856903,
ccca0980-9957-11ec-900c-abdec1c57354,Trendy Metal Nowcast,2022-03-01,17024,1409.839855,3.862575,
cce1e670-93f5-11ec-966b-a173bf0cd052,Delightful Neon Summer,2022-02-22,2985,247.202301,0.677267,
cd652bc0-93eb-11ec-966b-a173bf0cd052,Thankful Glossy Beaufort,2022-02-22,16894,1399.073926,3.833079,
cf718a30-9954-11ec-966b-a173bf0cd052,Upbeat Mantis Flurry,2022-03-01,10013,829.225004,2.271849,
d3876b50-9498-11ec-900c-abdec1c57354,Sour Pecan Breeze,2022-02-23,15009,1242.96795,3.405392,
d34547e0-8b45-11ec-966b-a173bf0cd052,Nice Obsidian Steam,2022-02-11,10146,840.239378,2.302026,
d261d240-88bf-11ec-966b-a173bf0cd052,Blurry Canary Thunder,2022-02-08,585,48.446682,0.132731,
d3948230-962e-11ec-966b-a173bf0cd052,Faint Vanilla Sunshine,2022-02-25,10605,878.25139,2.406168,
d5f14b00-963b-11ec-966b-a173bf0cd052,Snap Pine Hectopascal,2022-02-25,3261,213.986286,0.586264,
d7c582a0-9958-11ec-900c-abdec1c57354,Fancy Bubblegum Meteorologist,2022-03-01,16534,1369.260583,3.751399,
d6ba20a0-9638-11ec-966b-a173bf0cd052,Decent Harlequin Pluviometer,2022-02-25,15378,1273.526627,3.489114,
d89f2ee0-995a-11ec-900c-abdec1c57354,Cool Russet Gale,2022-03-01,15707,1300.772709,3.563761,
da58e270-949c-11ec-966b-a173bf0cd052,Puny Mantis Precipitation,2022-02-23,15282,1265.576402,3.467333,
d7d46590-8db9-11ec-900c-abdec1c57354,Alert Powder Tropic,2022-02-14,9554,791.212992,2.167707,
dafcc1a0-93ee-11ec-900c-abdec1c57354,Flaky Velvet Ozone,2022-02-22,3402,223.238683,0.611613,
e36f09c0-93ed-11ec-966b-a173bf0cd052,Massive Copper Graupel,2022-02-22,13545,1121.727023,3.073225,
e4c71e80-9644-11ec-966b-a173bf0cd052,Clean Carob Dew,2022-02-25,15008,1242.885135,3.405165,
e7ab1ee0-9634-11ec-900c-abdec1c57354,Brilliant Tan Sunset,2022-02-25,13009,1077.338268,2.951612,
e5863bf0-9327-11ec-900c-abdec1c57354,Noisy Magenta Condensation,2022-02-21,2226,184.345836,0.505057,
e7b3c5e0-963e-11ec-900c-abdec1c57354,Brisk Chocolate Climatology,2022-02-25,15734,1303.00871,3.569887,
e8fd3cb0-8b44-11ec-966b-a173bf0cd052,Early Asparagus Gale,2022-02-11,17311,1433.607715,3.927692,
e94a18e0-9955-11ec-966b-a173bf0cd052,Striped Periwinkle Rain,2022-03-01,14927,1236.177133,3.386787,
eabfda90-8e81-11ec-900c-abdec1c57354,Loud Burlap Rainfall,2022-02-15,16354,1354.353912,3.710559,
efae5a90-8db9-11ec-900c-abdec1c57354,Odd Foggy Noreaster,2022-02-14,12984,1075.267897,2.945939,
efcb58b0-994f-11ec-966b-a173bf0cd052,Upbeat Cornsilk Heat,2022-03-01,16171,1339.198796,3.669038,
f4eeeac0-8db8-11ec-966b-a173bf0cd052,Clever Chrome Snowstorm,2022-02-14,17418,1442.468903,3.95197,
f547ae00-949b-11ec-900c-abdec1c57354,Colossal Amaranth Nimbostratus,2022-02-23,16245,1345.327094,3.685828,
f6a95d40-8dbe-11ec-966b-a173bf0cd052,Brief Veronica Gale,2022-02-15,16405,1358.577468,3.72213,
f5dcbeb0-9954-11ec-900c-abdec1c57354,Rhythmic Pecan Sunset,2022-03-01,15407,1275.928257,3.495694,
f6cdbd90-93f2-11ec-966b-a173bf0cd052,Long Parchment Tropic,2022-02-22,11701,969.016456,2.65484,
f971b6f0-8dbc-11ec-900c-abdec1c57354,Mammoth Puce Atmosphere,2022-02-14,16674,1380.854661,3.783163,
fb6e7110-8e5b-11ec-900c-abdec1c57354,Refined Flaxen Rain,2022-02-15,14434,1195.349417,3.27493,
fc192be0-88bc-11ec-900c-abdec1c57354,Mean Magnolia Whirlwind,2022-02-08,3435,284.468979,0.779367,
ff215640-8b42-11ec-900c-abdec1c57354,Blurry Raspberry Drizzle,2022-02-11,15881,1315.182492,3.60324,
718e5830-882e-11ec-966b-a173bf0cd052,Early Black Cloud,2022-02-07,15263,1264.00292,3.463022,
ab8d2570-882e-11ec-966b-a173bf0cd052,Macho Sangria Easterlies,2022-02-08,16775,1389.21896,3.806079,
bf33d100-882e-11ec-966b-a173bf0cd052,Itchy Scarlet Raindrop,2022-02-09,16729,1385.409477,3.795642,
e55a7060-89b8-11ec-966b-a173bf0cd052,Agreeable Emerald Solar,2022-02-09,13340,1104.74998,3.026712,
e2816f10-a9de-11ec-900c-abdec1c57354,Macho Mango Altocumulus,2022-03-22,13991,1158.662442,3.174418,
d0c13320-d8b7-11ec-a651-5fda0296159f,Delightful Nylon Air,2022-06-06,14990,1241.394468,3.401081,
b19e8a70-d8cf-11ec-960f-d7d4cf200cc9,Convective Fossilized Stratus,2022-06-07,15101,1250.586916,3.426266,
e9136230-d8b3-11ec-a651-5fda0296159f,Generous Phlox Sun,2022-06-06,14999,1242.139802,3.403123,
bcc26590-d8f0-11ec-a651-5fda0296159f,Magic Oxford Sleet,2022-06-06,14763,1222.595499,3.349577,
fcbc5f80-d836-11ec-960f-d7d4cf200cc9,Wild Vinyl Sunburst,2022-06-06,14927,1236.177133,3.386787,
8429d780-d8ce-11ec-a651-5fda0296159f,Balmy Paisley Air,2022-06-07,14957,1238.661579,3.393593,
3dfc27c0-d8ad-11ec-960f-d7d4cf200cc9,Soaring Asparagus Dew,2022-06-07,14173,1173.734743,3.215712,
b4a71d50-d810-11ec-8cb5-a7f2455167cf,Blunt Redwood Ozone,2022-06-07,12209,1011.086395,2.7701,
cef9fc60-d822-11ec-90b0-4f669f2d96bd,Torrential Merlot Moisture,2022-06-06,15094,1250.007212,3.424677,
7fd92ff0-d8ab-11ec-a651-5fda0296159f,Elegant Laurel Altostratus,2022-06-07,14832,1228.309723,3.365232,
73951a90-d844-11ec-960f-d7d4cf200cc9,Powerful Opal Meteorologist,2022-06-06,14889,1233.030169,3.378165,
5aefa980-db08-11ec-960f-d7d4cf200cc9,Happy Redwood Forecast,2022-06-06,14010,1160.235924,3.178729,
1f9a5780-db09-11ec-a651-5fda0296159f,Bouncy Burlywood Barometric,2022-06-07,14006,1159.904665,3.177821,
04682ba0-d8ec-11ec-960f-d7d4cf200cc9,Brief Spruce Rainstorm,2022-05-25,13480,1116.344058,3.058477,
76a97ff0-d817-11ec-90b0-4f669f2d96bd,Ripe Pistachio Wind,2022-06-07,9031,747.90083,2.049043,
b9af63c0-af70-11ec-94bf-a173bf0cd052,Joyous Violet Mammatus,2022-03-29,9913,820.94352,2.24916,
bf3f64a0-d80d-11ec-a9a3-21283bd68668,Happy Carob Ice,2022-06-09,13929,1153.527922,3.16035,
88612460-d825-11ec-8cb5-a7f2455167cf,Polite Almond Pileus,2022-06-10,15077,1248.599359,3.42082,
3e751790-d8c9-11ec-a651-5fda0296159f,Howling Lace Contrails,2022-06-11,15022,1244.044543,3.408341,
7b1de140-d8ec-11ec-960f-d7d4cf200cc9,Breezy Brick Solar,2022-06-12,14610,1209.924829,3.314863,
c3a44550-d8d1-11ec-a651-5fda0296159f,Stable Mercurial Downburst,2022-06-12,6,0.496889,0.001361,
03b46180-d827-11ec-8cb5-a7f2455167cf,Gigantic Zinc Stratocumulus,2022-06-06,14898,1233.775503,3.380207,
f1d4bd10-d8a4-11ec-a651-5fda0296159f,Frosty Asparagus Contrails,2022-06-14,12546,1038.994997,2.846562,
b6cfaf60-d820-11ec-8cb5-a7f2455167cf,Feisty Fawn Sunrise,2022-06-15,13585,1125.039617,3.0823,
3869d1b0-d838-11ec-960f-d7d4cf200cc9,Jumpy Cyan Frost,2022-06-17,14371,1190.132082,3.260636,
28b6e040-d811-11ec-a9a3-21283bd68668,Misty Purple Hail,2022-06-18,13777,1140.940066,3.125863,
20d85860-d82d-11ec-a9a3-21283bd68668,Suave Glaucous Lightning,2022-06-18,14298,1184.086598,3.244073,
64fd3400-d8f7-11ec-a651-5fda0296159f,Cheery Fuzzy Cirrostratus,2022-06-21,13113,1085.951012,2.975208,
